category,variable,label,units,type
ivp_z1x_form_checklist,langb9f,18a. Language used for B9F Clinical PPA and bvFTD Features,,String
ivp_z1x_form_checklist,langc1f,19a. Language used for C1F Neuropsychological Battery summary Scores,,String
ivp_z1x_form_checklist,langc2f,20a. Language used for C2F Social Norms Questionnaire,,String
ivp_z1x_form_checklist,langc3f,21a. Language used for C3F Social Behavior Observer Checklist,,String
ivp_z1x_form_checklist,langc4f,22a. Language used for C4F Behavioral Inhibition Scale,,String
ivp_z1x_form_checklist,ftdc4fs,22b. Submitted C4F Behavioral Inhibition Scale,,String
ivp_z1x_form_checklist,ftdc4fr,"22c. If C4F not submitted, specify reason. (see *KEY)",,String
ivp_z1x_form_checklist,langc5f,23a. Language used for  C5F Interpersonal Reactivity Index,,String
ivp_z1x_form_checklist,ftdc5fs,23b. Submitted C5F Interpersonal Reactivity Index,,String
ivp_z1x_form_checklist,ftdc5fr,"23c. If C5F not submitted, specify reason. (see *KEY)",,String
ivp_z1x_form_checklist,langc6f,24a. Language used for C6F Revised Self-monitoring Scale,,String
ivp_z1x_form_checklist,ftdc6fs,24b. Submitted C6F Revised Self-monitoring Scale,,String
ivp_z1x_form_checklist,ftdc6fr,"24c. If C6F not submitted, specify reason. (see *KEY)",,String
ivp_z1x_form_checklist,lange2f,25a. Language used for E2F Imaging Available,,String
ivp_z1x_form_checklist,lange3f,26a. Language used for E3F Imaging in Diagnosis,,String
ivp_z1x_form_checklist,langcls,27a. Language used for CLS Subject's Language History,,String
ivp_z1x_form_checklist,clssub,27b. Submitted CLS Subject's Language History,,String
ivp_z1x_form_checklist,copyright_z1x,"<font color=blue>Adapted with permission. Copyright &#169 2006, 2008, 2015, 2017 University of Washington. Created and published by the ADC Clinical Task Force (John C. Morris, MD, Chair) and the National Alzheimer's Coordinating Center (U01 AG016976 - Walter A. Kukull, PhD, Director).</font color=blue>",,
ivp_z1x_form_checklist,footer_z1x,"National Alzheimer's Coordinating Center | (206) 543-8637 | fax: (206) 616-5927 | naccmail@uw.edu | www.alz.washington.edu  (UDS Version 3.0, September 2017) <b>Initial Visit <font color=red>Form Z1: Form Checklist</font color=red>",,
clinical_blood_work,bld_kit_number,Blood Kit Number,,
clinical_blood_work,bld_c_ups,UPS Tracking #:,,
clinical_blood_work,bld_c_sex,Sex,,
clinical_blood_work,bld_c_birth_yr,Year of Birth,,Datetime
clinical_blood_work,bld_c_site_id,Site ID,,
clinical_blood_work,bld_c_pt_id,PT ID,,
clinical_blood_work,bld_c_guid,GUID,,
clinical_blood_work,bld_c_nacc_visit,NACC Visit,,
clinical_blood_work,bld_c_kit,Kit Barcode,,
clinical_blood_work,bld_c_collection_table,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse; width: 100%; height: 36px;"" border=""1""> <tbody> <tr style=""height: 18px;""> <td style=""width: 48.3734%; height: 18px;"">Date of Draw: {bld_c_date}</td> <td style=""width: 48.3734%; height: 18px;"">Time of Draw: {bld_c_time}</td> </tr> <tr style=""height: 18px;""> <td style=""width: 48.3734%; height: 18px;"">Date subject last ate: {bld_c_date_ate}</td> <td style=""width: 48.3734%; height: 18px;"">Time subject last ate: {bld_c_time_ate}</td> </tr> </tbody> </table></div>",,
clinical_blood_work,bld_c_date,Date of Draw:,,
clinical_blood_work,bld_c_time,Time of Draw:,,
clinical_blood_work,bld_c_date_ate,Date subject last ate:,,
clinical_blood_work,bld_c_time_ate,Time subject last ate:,,
clinical_blood_work,bld_c_pbmc,PBMC (NaHep Tubes)?,,String
clinical_blood_work,bld_c_specimen1,PBMC Specimen Number (Last four digits):,,
clinical_blood_work,bld_c_pbmc_vol1,PBMC original volume drawn,,
clinical_blood_work,bld_c_rna,RNA (PAXgene Tube)?,,String
clinical_blood_work,bld_c_rna_vol,Original volume drawn (1 x 2.5 ml PAXgene tube):,,
clinical_blood_work,bld_c_rna_time,Time PAXgene tube placed in freezer:,,
clinical_blood_work,edta_table2,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse; width: 86.9748%; height: 200px;"" border=""1""> <tbody> <tr style=""background-color: #ced4d9;""> <td style=""text-align: center; width: 100%;"" colspan=""6"">Plasma & Buffy Coat (EDTA Tube)</td> </tr> <tr style=""height: 18px;""> <td style=""width: 11.5408%; height: 18px;"">EDTA #1 specimen number<br />(Last four digits):</td> <td style=""width: 17.4018%; height: 18px;"">{bld_c_edta1_num}</td> <td style=""width: 19.6375%; height: 18px;"">EDTA #2 specimen number<br />(Last four digits):</td> <td style=""width: 18.7311%; height: 18px;"">{bld_c_edta2_num}</td> <td style=""width: 18.0704%;"">EDTA #3 specimen number<br />(Last four digits):</td> <td style=""width: 14.6185%;"">{bld_c_edta3_num}</td> </tr> <tr style=""height: 18px;""> <td style=""width: 11.5408%; height: 18px;"">Original blood volume of EDTA #1 [mL]:</td> <td style=""width: 17.4018%; height: 18px;"">{bld_c_edta1_vol}</td> <td style=""width: 19.6375%; height: 18px;"">Original blood volume of EDTA #2 [mL]:</td> <td style=""width: 18.7311%; height: 18px;""> {bld_c_edta2_vol}</td> <td style=""width: 18.0704%;"">Original blood volume of EDTA #3 [mL]:</td> <td style=""width: 14.6185%;"">{bld_c_edta3_vol}</td> </tr> </tbody> </table></div>",,
clinical_blood_work,bld_c_edta_table3,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse; width: 86.9565%; height: 200px;"" border=""1""> <tbody> <tr style=""background-color: #ced4d9;""> <td style=""width: 99.8357%; text-align: center;"" colspan=""4"">Plasma & Buffy Coat (EDTA Tube)</td> </tr> <tr style=""height: 18px;""> <td style=""width: 13.8568%; height: 18px;"">Time spin started [HHMM]: </td> <td style=""width: 34.7254%; height: 18px;"">{bld_c_edta_spin_start}</td> <td style=""width: 16.1941%; height: 18px;"">Duration of centrifuge [mins]:</td> <td style=""width: 35.0593%; height: 18px;""> {bld_c_edta_centrifuge_min}</td> </tr> <tr style=""height: 18px;""> <td style=""width: 13.8568%; height: 28px;"">Temp of centrifuge [Celsius]:</td> <td style=""width: 34.7254%; height: 28px;"">{bld_c_edta_centrifuge_temp}</td> <td style=""width: 16.1941%; height: 28px;"">Rate of centrifuge [x g]:</td> <td style=""width: 35.0593%; height: 28px;""> {bld_c_edta_centrifuge_rate}</td> </tr> <tr style=""height: 18px;""> <td style=""width: 13.8568%; height: 10px;"">Time aliquoted [HHMM]: </td> <td style=""width: 34.7254%; height: 10px;"">{bld_c_edta_time_aliquot}</td> <td style=""width: 16.1941%; height: 10px;"">Number of 1.5 mL plasma aliquots created <br />(purple cap, up to 6):</td> <td style=""width: 35.0593%; height: 10px;""> {bld_c_edta_plasma}</td> </tr> <tr style=""height: 18px;""> <td style=""width: 13.8568%; height: 18px;"">If applicable, volume of residual plasma <br />aliquot (less than 1.5 mL in blue cap) [mL]: </td> <td style=""width: 34.7254%; height: 18px;"">{bld_c_edta_residual}</td> <td style=""width: 16.1941%; height: 18px;"">If applicable, specimen number of residual <br />plasma aliquot (Last four digits):</td> <td style=""width: 35.0593%; height: 18px;""> {bld_c_edta_residual_plasma}</td> </tr> <tr style=""height: 18px;""> <td style=""width: 13.8568%; height: 18px;"">Buffy coat #1 specimen number<br />(Last four digits):</td> <td style=""width: 34.7254%; height: 18px;"">{bld_c_edta_buffy1_num}</td> <td style=""width: 16.1941%; height: 18px;"">Buffy coat #1 volume [mL]: </td> <td style=""width: 35.0593%; height: 18px;""> {bld_c_edta_buffy1_vol}</td> </tr> <tr style=""height: 18px;""> <td style=""width: 13.8568%; height: 18px;"">Time aliquots placed in freezer [HHMM]:</td> <td style=""width: 34.7254%; height: 18px;"">{bld_c_edta_freezer_time}</td> <td style=""width: 16.1941%; height: 18px;"">Storage temperature of freezer [Celsius]:</td> <td style=""width: 35.0593%; height: 18px;""> {bld_c_edta_freezer_temp}</td> </tr> </tbody> </table></div>",,
clinical_blood_work,bld_c_edta1_num,EDTA #1 - specimen number (Last four digits):,,
clinical_blood_work,bld_c_edta1_vol,EDTA #1 - Original blood volume:,,
clinical_blood_work,bld_c_edta_spin_start,Time spin started,,
clinical_blood_work,bld_c_edta_centrifuge_temp,temp of centrifuge,,
clinical_blood_work,bld_c_edta_time_aliquot,time aliquoted:,,
clinical_blood_work,bld_c_edta_residual,"if applicable, volume of residual plasma aliquot (less than 1.5 ml in blue cap):",,
clinical_blood_work,bld_c_edta_buffy1_num,buffy coat #1 specimen number (last four digits):,,
clinical_blood_work,bld_c_edta_buffy2_num,buffy coat #2 specimen number (last four digits):,,
clinical_blood_work,bld_c_edta_freezer_time,time aliquots placed in freezer:,,
clinical_blood_work,bld_c_edta2_num,EDTA #2 - specimen number (last four digits):,,
clinical_blood_work,bld_c_edta2_vol,EDTA #2 - original blood volume,,
clinical_blood_work,bld_c_edta3_num,EDTA #3 - specimen number (last four digits):,,
clinical_blood_work,bld_c_edta3_vol,EDTA #3 - original blood volume,,
clinical_blood_work,bld_c_edta_centrifuge_min,duration of centrifuge,,
clinical_blood_work,bld_c_edta_centrifuge_rate,rate of centrifuge,,
clinical_blood_work,bld_c_edta_plasma,"Number of 1.5 mL plasma aliquots created (purple cap, up to 6):",,
clinical_blood_work,bld_c_edta_residual_plasma,"if applicable, specimen number of residual plasma aliquot (last four digits):",,
clinical_blood_work,bld_c_edta_buffy1_vol,buffy coat #1 volume:,,
clinical_blood_work,bld_c_edta_buffy2_vol,buffy coat # 2 volume:,,
clinical_blood_work,bld_c_edta_freezer_temp,EDTA - storage temperature of freezer:,,
clinical_blood_work,bld_c_plasma_aliquot_num,How many 0.5 aliquots of plasma?,,String
clinical_blood_work,bld_c_plasma_aliquot_id1,Plasma aliquot 1 ID:,,
clinical_blood_work,bld_c_plasma_aliquot_id2,Plasma aliquot 2 ID:,,
clinical_blood_work,bld_c_plasma_aliquot_id3,Plasma aliquot 3 ID:,,
clinical_blood_work,bld_c_plasma_aliquot_id4,Plasma aliquot 4 ID:,,
clinical_blood_work,bld_c_plasma_aliquot_id5,Plasma aliquot 5 ID:,,
clinical_blood_work,bld_c_plasma_aliquot_id6,Plasma aliquot 6 ID:,,
clinical_blood_work,bld_c_plasma_aliquot_id7,Plasma aliquot 7 ID:,,
clinical_blood_work,bld_c_plasma_aliquot_id8,Plasma aliquot 8 ID:,,
clinical_blood_work,bld_c_plasma_aliquot_id9,Plasma aliquot 9 ID:,,
clinical_blood_work,bld_c_plasma_aliquot_id10,Plasma aliquot 10 ID:,,
clinical_blood_work,bld_c_plasma_aliquot_id11,Plasma aliquot 11 ID:,,
clinical_blood_work,bld_c_plasma_aliquot_id12,Plasma aliquot 12 ID:,,
clinical_blood_work,bld_c_plasma_aliquot_id13,Plasma aliquot 13 ID:,,
clinical_blood_work,bld_c_plasma_aliquot_id14,Plasma aliquot 14 ID:,,
clinical_blood_work,bld_c_plasma_aliquot_id15,Plasma aliquot 15 ID:,,
clinical_blood_work,bld_c_plasma_aliquot_id16,Plasma aliquot 16 ID:,,
clinical_blood_work,bld_c_plasma_aliquot_id17,Plasma aliquot 17 ID:,,
clinical_blood_work,bld_c_plasma_aliquot_id18,Plasma aliquot 18 ID:,,
clinical_blood_work,bld_c_plasma_aliquot_id19,Plasma aliquot 19 ID:,,
clinical_blood_work,bld_c_plasma_aliquot_id20,Plasma aliquot 20 ID:,,
clinical_blood_work,bld_c_edta_clot_num,How many EDTA WBC clots?,,String
clinical_blood_work,bld_c_edta_clot_id1,EDTA WBC clot 1 ID,,
clinical_blood_work,bld_c_edta_clot_id2,EDTA WBC clot 2 ID,,
clinical_blood_work,bld_c_serum,Serum (Serum Tube)?,,String
clinical_blood_work,bld_c_serum_table,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse; width: 86.9565%; height: 200px;"" border=""1""> <tbody> <tr style=""background-color: #ced4d9;""> <td style=""width: 99.8357%; text-align: center;"" colspan=""4"">Serum Tubes</td> </tr> <tr style=""height: 18px;""> <td style=""width: 13.8568%; height: 18px;"">Time spin started [HHMM]: </td> <td style=""width: 34.7254%; height: 18px;"">{bld_c_serum_time}</td> <td style=""width: 16.1941%; height: 18px;"">Duration of centrifuge [mins]:</td> <td style=""width: 35.0593%; height: 18px;""> {bld_c_serum_centrifuge_min}</td> </tr> <tr style=""height: 18px;""> <td style=""width: 13.8568%; height: 28px;"">Temp of centrifuge [Celsius]:</td> <td style=""width: 34.7254%; height: 28px;"">{bld_c_serum_centrifuge_temp}</td> <td style=""width: 16.1941%; height: 28px;"">Rate of centrifuge [x g]:</td> <td style=""width: 35.0593%; height: 28px;""> {bld_c_serum_centrifuge_rate}</td> </tr> <tr style=""height: 18px;""> <td style=""width: 13.8568%; height: 10px;"">Time aliquoted [HHMM]: </td> <td style=""width: 34.7254%; height: 10px;"">{bld_c_serum_time_aliquot}</td> <td style=""width: 16.1941%; height: 10px;"">Number of 1.5 mL plasma aliquots created <br />(purple cap, up to 6):</td> <td style=""width: 35.0593%; height: 10px;""> {bld_c_serum_num_aliquot}</td> </tr> <tr style=""height: 18px;""> <td style=""width: 13.8568%; height: 18px;"">If applicable, volume of residual plasma <br />aliquot (less than 1.5 mL in blue cap) [mL]: </td> <td style=""width: 34.7254%; height: 18px;"">{bld_c_serum_residual}</td> <td style=""width: 16.1941%; height: 18px;"">If applicable, specimen number of residual <br />plasma aliquot (Last four digits):</td> <td style=""width: 35.0593%; height: 18px;""> {bld_c_serum_specimen_num}</td> </tr> <tr style=""height: 18px;""> <td style=""width: 13.8568%; height: 18px;"">Time aliquots placed in freezer [HHMM]:</td> <td style=""width: 34.7254%; height: 18px;"">{bld_c_serum_freezer_time}</td> <td style=""width: 16.1941%; height: 18px;"">Storage temperature of freezer [Celsius]:</td> <td style=""width: 35.0593%; height: 18px;""> {bld_c_serum_freezer_temp}</td> </tr> </tbody> </table></div>",,
clinical_blood_work,bld_c_serum_time,Serum - time spin started:,,
clinical_blood_work,bld_c_serum_centrifuge_temp,Serum - temp of centrifuge,,
clinical_blood_work,bld_c_serum_centrifuge_min,Serum - duration of centrifuge,,
clinical_blood_work,bld_c_serum_centrifuge_rate,Serum - rate of centrifuge,,
clinical_blood_work,bld_c_serum_time_aliquot,Serum - time aliquoted,,
clinical_blood_work,bld_c_serum_num_aliquot,"Serum - number of 1.5 mL serum aliquots created (red cap, up to 3)",,
clinical_blood_work,bld_c_serum_residual,"Serum - if applicable, volume of residual serum aliquot (less than 1.5 mL in blue cap)",,
clinical_blood_work,bld_c_serum_specimen_num,"Serum - if applicable, specimen number of residual serum aliquot (last four digits):",,
clinical_blood_work,bld_c_serum_freezer_time,Serum - time aliquots placed in freezer,,
clinical_blood_work,bld_c_serum_freezer_temp,Serum - storage temperature of freezer,,
clinical_blood_work,bld_c_serum_aliquot_num,How many serum 0.5 aliquots?,,String
clinical_blood_work,bld_c_serum_aliquot_id1,Serum aliquot 1 ID,,
clinical_blood_work,bld_c_serum_aliquot_id2,Serum aliquot 2 ID,,
clinical_blood_work,bld_c_serum_aliquot_id3,Serum aliquot 3 ID,,
clinical_blood_work,bld_c_serum_aliquot_id4,Serum aliquot 4 ID,,
clinical_blood_work,bld_c_serum_aliquot_id5,Serum aliquot 5 ID,,
clinical_blood_work,bld_c_serum_aliquot_id6,Serum aliquot 6 ID,,
clinical_blood_work,bld_c_serum_aliquot_id7,Serum aliquot 7 ID,,
clinical_blood_work,bld_c_serum_aliquot_id8,Serum aliquot 8 ID,,
clinical_blood_work,bld_c_serum_aliquot_id9,Serum aliquot 9 ID,,
clinical_blood_work,bld_c_serum_aliquot_id10,Serum aliquot 10 ID,,
clinical_blood_work,bld_c_serum_aliquot_id11,Serum aliquot 11 ID,,
clinical_blood_work,bld_c_serum_aliquot_id12,Serum aliquot 12 ID,,
clinical_blood_work,bld_c_serum_aliquot_id13,Serum aliquot 13 ID,,
clinical_blood_work,bld_c_serum_aliquot_id14,Serum aliquot 14 ID,,
clinical_blood_work,bld_c_serum_aliquot_id15,Serum aliquot 15 ID,,
clinical_blood_work,bld_c_serum_aliquot_id16,Serum aliquot 16 ID,,
clinical_blood_work,bld_c_serum_clot_num,How many serum RBC clots?,,String
clinical_blood_work,bld_c_serum_clot_id1,Serum RBC clot 1 ID,,
clinical_blood_work,bld_c_serum_clot_id2,Serum RBC clot 2 ID,,
clinical_blood_work,bld_c_processing_notes,Blood Processing Notes:,,
clinical_blood_work,bld_c_wbc,"Clinical Blood - white blood cell (leukocytes, WBC, thou/uL)",,
clinical_blood_work,bld_c_hgb,Clinical Blood - hemoglobin (Hgb g/dL),,
clinical_blood_work,bld_c_pcv,"Clinical Blood - hematocrit (packed cell volume, PCV, %)",,
clinical_blood_work,bld_c_mpv,"Clinical Blood - mean platelet volume (MPV, fL)",,
clinical_blood_work,bld_c_rbc,"Clinical Blood - red blood cell (erythrocytes, RBC, mil/uL)",,
clinical_blood_work,bld_c_mcv,"Clinical Blood - mean cell volume (MCV, fL)",,
clinical_blood_work,bld_c_mch,"Clinical Blood - mean cell hemoglobin (MCH, pg)",,
clinical_blood_work,bld_c_mchc,"Clinical Blood - mean cell hemoglobin concentration (MCHC, g/dL)",,
clinical_blood_work,bld_c_rdwsd,"Clinical Blood - red cell distribution width standard deviation (RDWSD, fL)",,
clinical_blood_work,bld_c_rdw,"Clinical Blood - red cell distribution width (RDW, %)",,
clinical_blood_work,bld_c_nrbc,"Clinical Blood - nucleated red blood cells (NRBC, ? unit)",,
clinical_blood_work,bld_c_nrbc_number,"Clinical Blood - nucleated red blood cell number (NRBC #, thou/mL)",,
clinical_blood_work,bld_c_sodium,"Clinical Blood - sodium (Na, mEq/L)",,
clinical_blood_work,bld_c_potassium,"Clinical Blood - potassium (K, mEq/L)",,
clinical_blood_work,bld_c_chloride,"Clinical Blood - chloride (Cl, mEq/L)",,
clinical_blood_work,bld_c_co2,"Clinical Blood - carbon dioxide (CO2, mmol/L)",,
clinical_blood_work,bld_c_urea_nitrogen,"Clinical Blood - urea nitrogen (BUN, mg/dL)",,
clinical_blood_work,bld_c_creatinine,"Clinical Blood - creatinine (Creat, mg/dL)",,
clinical_blood_work,bld_c_glucose,Clinical Blood - glucose (mg/dL),,
clinical_blood_work,bld_c_calcium,Clinical Blood - calcium (mg/dL),,
clinical_blood_work,bld_c_anion_gap,Clinical Blood - anion GAP (mEq/L),,
clinical_blood_work,bld_c_protein_t,Clinical Blood - protein total (g/dL),,
clinical_blood_work,bld_c_albumin,Clinical Blood - albumin (g/dL),,
clinical_blood_work,bld_c_bilirubin_t,Clinical Blood - bilirubin total (mg/dL),,
clinical_blood_work,bld_c_alkphos,Clinical Blood - alkaline phosphatase (U/L),,
clinical_blood_work,bld_c_ast,Clinical Blood - AST (U/L),,
clinical_blood_work,bld_c_alt,Clinical Blood - ALT (U/L),,
clinical_blood_work,bld_c_chol,Clinical Blood - cholesterol (mg/dL),,
clinical_blood_work,bld_c_trig,Clinical Blood - triglycerides (mg/dL),,
clinical_blood_work,bld_c_hdlc,Clinical Blood - HDL (mg/dL),,
clinical_blood_work,bld_c_ldlc,Clinical Blood - LDL (mg/dL),,
clinical_blood_work,bld_c_crp,Clinical Blood - hs-CRP (mg/L),,
clinical_blood_work,bld_c_coag,Clinical Blood - coagulation interpretation,,
clinical_blood_work,bld_c_tsh,Clinical Blood - TSH (mcU/mL),,
clinical_blood_work,bld_c_insulin,Clinical Blood - insulin (mcU/mL),,
clinical_blood_work,bld_c_hgba1c,Clinical Blood - HGB A1C Glycosylated,,
clinical_blood_work,bld_c_notes,Clinical Blood - form notes,,
clinical_blood_work,bld_c_report,Blood Clinical Report,,
clinical_blood_work,bld_c_report_date_time,Blood Clinical Report Upload - Date & Time,,
clinical_blood_work,bld_c_report_redraw,Blood Clinical Report Redraw,,
clinical_blood_work,bld_c_report_redraw_date_time,Blood Clinical  Report Redraw - Date & Time,,
clinical_cerebrospinal_fluid,csf_complete,Did participant complete LP?,,String
clinical_cerebrospinal_fluid,csf_kit_number,CSF Kit Number,,
clinical_cerebrospinal_fluid,csf_date,1. date - CSF,,
clinical_cerebrospinal_fluid,csffast_last_ate_date,2. date last ate - fasting compliance check - CSF,,
clinical_cerebrospinal_fluid,csffast_last_ate_time,3. time last ate - fasting compliance check - CSF,,
clinical_cerebrospinal_fluid,csffast_last_ate_what,4. what ate last - fasting compliance check - CSF,,
clinical_cerebrospinal_fluid,csffast_waking,5. eaten since waking up - fasting compliance check - CSF,,String
clinical_cerebrospinal_fluid,csf_physician,6. physician - CSF,,String
clinical_cerebrospinal_fluid,csf_nurse,7. nurse - CSF,,String
clinical_cerebrospinal_fluid,csf_lab_staff,8. lab staff - CSF,,String
clinical_cerebrospinal_fluid,csf_process,Collection process:,,String
clinical_cerebrospinal_fluid,csf_start_hr,9. procedure start time - hour - CSF,,
clinical_cerebrospinal_fluid,csf_start_min,10. procedure start time - minute - CSF,,
clinical_cerebrospinal_fluid,csf_end_hr,11. procedure end time - hour - CSF,,
clinical_cerebrospinal_fluid,csf_end_min,12. procedure end time - minute - CSF,,
clinical_cerebrospinal_fluid,csf_intervertebral,13. Intervertebral Space,,String
clinical_cerebrospinal_fluid,csf_intervertebral_mul,14. Were multiple spaces assessed?,,String
clinical_cerebrospinal_fluid,csf_fluid,15. Was fluid obtained?,,String
clinical_cerebrospinal_fluid,csf_fluid_vol,16. How much fluid obtained?,,
clinical_cerebrospinal_fluid,csf_intervertebral2,Intervertebral Space 2nd Attempt,,String
clinical_cerebrospinal_fluid,csf_proc_discomfort,17. Did participant experience discomfort?,,String
clinical_cerebrospinal_fluid,csf_proc_discomfort_time,When did participant experience discomfort?,,String
clinical_cerebrospinal_fluid,csf_proc_discomfort_desc,Type of discomfort experienced:,,
clinical_cerebrospinal_fluid,csf_proc_lidocaine,18. Which Lidocaine bottle used for lumbar puncture?,,String
clinical_cerebrospinal_fluid,csf_kit_expiration_date,19. LP kit expiration date,,
clinical_cerebrospinal_fluid,csf_c_procnotes,20. procedural notes - clinical CSF,,
clinical_cerebrospinal_fluid,csf_followup_call_team,Team Member Call Participant,,String
clinical_cerebrospinal_fluid,csf_followup_call_date_time,Lumbar Puncture Follow Up Call - Date & Time,,
clinical_cerebrospinal_fluid,csf_side_effects,Lumbar Puncture Side Effects,,String
clinical_cerebrospinal_fluid,csf_side_effects_headache,Post Lumbar Puncture Headache - Rate scale of 0-10,,
clinical_cerebrospinal_fluid,csf_side_effects_headache_describe,"Post Lumbar Puncture Headache: Recommendations given Medication taken Resolution",,
clinical_cerebrospinal_fluid,csf_side_effects_backpain,Post Lumbar Puncture Back Pain - Rate scale of 0-10,,
clinical_cerebrospinal_fluid,csf_side_effects_backpain_describe,"Post Lumbar Puncture Back Pain: Recommendations given Medication taken Resolution",,
clinical_cerebrospinal_fluid,csf_side_effects_backsore,Post Lumbar Puncture Back Soreness - Rate scale of 0-10,,
clinical_cerebrospinal_fluid,csf_side_effects_backsore_describe,"Post Lumbar Puncture Back Soreness: Recommendations given Medication taken Resolution",,
clinical_cerebrospinal_fluid,csf_side_effects_other,Post Lumbar Puncture Other - Rate scale of 0-10,,
clinical_cerebrospinal_fluid,csf_side_effects_other_describe,"Post Lumbar Puncture Other: Recommendations given Medication taken Resolution",,
clinical_cerebrospinal_fluid,csf_adverse_event,Was there an adverse event?,,String
clinical_cerebrospinal_fluid,csf_adverse_event_notes,Adverse Event Notes,,
clinical_cerebrospinal_fluid,csf_ervisit,Was there an ER visit/blood patch?,,String
clinical_cerebrospinal_fluid,csf_ervisit_notes,ER Visit/blood patch Notes,,
clinical_cerebrospinal_fluid,csf_anxiety,How anxious were you in anticipation of the LP?,,
clinical_cerebrospinal_fluid,csf_experience,How would you rate your experience now that you have completed the LP?  - Rate scale of 0-10,,
clinical_cerebrospinal_fluid,csf_experience_describe,Is there anything that would have improved your experience?,,
clinical_cerebrospinal_fluid,csf_repeat,How likely are you to complete the LP again? Rate scale of 0-10,,
clinical_cerebrospinal_fluid,csf_followup_call_notes,Lumbar Puncture Follow Up Call Notes,,
clinical_cerebrospinal_fluid,csf_shipment_ups,UPS tracking #:,,
clinical_cerebrospinal_fluid,csf_pt_id,PT ID:,,
clinical_cerebrospinal_fluid,csf_bifb,BIFB ID:,,
clinical_cerebrospinal_fluid,csf_guid,GUID:,,
clinical_cerebrospinal_fluid,csf_kit_barcode,Kit barcode:,,
clinical_cerebrospinal_fluid,csf_sex,Sex,,
clinical_cerebrospinal_fluid,csf_birth_yr,Year of Birth:,,Datetime
clinical_cerebrospinal_fluid,csf_time_spin,Time spin started:,,
clinical_cerebrospinal_fluid,csf_centrifuge_duration,Duration of centrifuge:,,
clinical_cerebrospinal_fluid,csf_centrifuge_temp,Temperature of centrifuge:,,
clinical_cerebrospinal_fluid,csf_centrifuge_rate,Rate of centrifuge:,,
clinical_cerebrospinal_fluid,csf_total_vol,Total amount of CSF collected (mL):,,
clinical_cerebrospinal_fluid,csf_time_aliquot,Time aliquoted:,,
clinical_cerebrospinal_fluid,csf_number_aliquots,# of 0.5 mL CSF aliquots created (clear-capped cryovial):,,
clinical_cerebrospinal_fluid,csf_residual_vol,"If applicable, volume of CSF residual aliquot (less than 1.5 mL) (blue-capped cryovial):",,
clinical_cerebrospinal_fluid,csf_specimen_num,"If applicable, specimen number of residual aliquot tube (last four digits):",,
clinical_cerebrospinal_fluid,csf_time_frozen,Time frozen:,,
clinical_cerebrospinal_fluid,csf_freezer_temp,Storage temperature of freezer:,,
clinical_cerebrospinal_fluid,csf_aliquot_num,How many 0.5 aliquots of CSF?,,String
clinical_cerebrospinal_fluid,csf_aliquot_id1,CSF aliquot 1 ID,,
clinical_cerebrospinal_fluid,csf_aliquot_id2,CSF aliquot 2 ID,,
clinical_cerebrospinal_fluid,csf_aliquot_id3,CSF aliquot 3 ID,,
clinical_cerebrospinal_fluid,csf_aliquot_id4,CSF aliquot 4 ID,,
clinical_cerebrospinal_fluid,csf_aliquot_id5,CSF aliquot 5 ID,,
clinical_cerebrospinal_fluid,csf_aliquot_id6,CSF aliquot 6 ID,,
clinical_cerebrospinal_fluid,csf_aliquot_id7,CSF aliquot 7 ID,,
clinical_cerebrospinal_fluid,csf_aliquot_id8,CSF aliquot 8 ID,,
clinical_cerebrospinal_fluid,csf_aliquot_id9,CSF aliquot 9 ID,,
clinical_cerebrospinal_fluid,csf_aliquot_id10,CSF aliquot 10 ID,,
clinical_cerebrospinal_fluid,csf_aliquot_id11,CSF aliquot 11 ID,,
clinical_cerebrospinal_fluid,csf_aliquot_id12,CSF aliquot 12 ID,,
clinical_cerebrospinal_fluid,csf_aliquot_id13,CSF aliquot 13 ID,,
clinical_cerebrospinal_fluid,csf_aliquot_id14,CSF aliquot 14 ID,,
clinical_cerebrospinal_fluid,csf_aliquot_id15,CSF aliquot 15 ID,,
clinical_cerebrospinal_fluid,csf_aliquot_id16,CSF aliquot 16 ID,,
clinical_cerebrospinal_fluid,csf_aliquot_id17,CSF aliquot 17 ID,,
clinical_cerebrospinal_fluid,csf_aliquot_id18,CSF aliquot 18 ID,,
clinical_cerebrospinal_fluid,csf_aliquot_id19,CSF aliquot 19 ID,,
clinical_cerebrospinal_fluid,csf_aliquot_id20,CSF aliquot 20 ID,,
clinical_cerebrospinal_fluid,csf_aliquot_id21,CSF aliquot 21 ID,,
clinical_cerebrospinal_fluid,csf_aliquot_id22,CSF aliquot 22 ID,,
clinical_cerebrospinal_fluid,csf_aliquot_id23,CSF aliquot 23 ID,,
clinical_cerebrospinal_fluid,csf_aliquot_id24,CSF aliquot 24 ID,,
clinical_cerebrospinal_fluid,csf_aliquot_id25,CSF aliquot 25 ID,,
clinical_cerebrospinal_fluid,csf_aliquot_id26,CSF aliquot 26 ID,,
